chr_n;pos_ini;pos_end;n_genes;n_su;n_su_lista;n_su_pssm
chr22;21527342;21527888;31;1;0;1
chr22;21548651;21549206;31;2;2;0
chr22;21614868;21615845;32;1;0;1
chr22;21673689;21674025;32;1;0;1
chr22;21674057;21674928;32;5;4;1
chr22;21790699;21791102;29;1;1;0
chr22;23534189;23534671;32;2;2;0
chr22;23972599;23972686;35;1;1;0
chr22;23972747;23973255;35;3;2;1
chr22;24424626;24425243;39;3;2;1
chr22;24461010;24461345;39;1;0;1
chr22;24541769;24542266;36;1;1;0
chr22;24951082;24951476;37;0;0;0
chr22;25423434;25423876;20;3;1;2
chr22;26158003;26158452;17;3;3;0
chr22;27068620;27069133;10;0;0;0
chr22;27206901;27207353;10;1;1;0
chr22;27437710;27438264;11;0;0;0
chr22;27496344;27496743;11;2;1;1
chr22;27647043;27647109;11;0;0;0
chr22;27740282;27740966;11;2;1;1
chr22;27834913;27835507;10;2;1;1
chr22;28028877;28029538;3;1;1;0
chr22;28287873;28288463;8;1;1;0
chr22;28308920;28310145;8;2;2;0
chr22;28470425;28470893;10;0;0;0
chr22;28508440;28508951;10;0;0;0
chr22;29002764;29003168;21;1;1;0
chr22;29086758;29087293;21;1;1;0
chr22;29525498;29525900;25;1;0;1
chr22;29986453;29986789;42;1;0;1
chr22;30095130;30095481;45;2;1;1
chr22;30217161;30217786;41;3;3;0
chr22;30220784;30221311;41;1;0;1
chr22;30223411;30224147;41;3;2;1
chr22;30229499;30230052;41;3;2;1
chr22;30281542;30282076;41;2;1;1
chr22;30819747;30820181;43;0;0;0
chr22;31024496;31025019;42;0;0;0
chr22;31026957;31027473;42;1;0;1
chr22;32185752;32186319;29;4;4;0
chr22;33276992;33277549;15;2;1;1
chr22;33300011;33300357;15;0;0;0
chr22;33364588;33365316;12;3;2;1
chr22;33696077;33696573;8;0;0;0
chr22;33722499;33722994;8;3;2;1
chr22;33961353;33962082;3;1;1;0
chr22;34327217;34327964;2;1;1;0
chr22;34699624;34700221;4;0;0;0
chr22;35237339;35237917;12;2;2;0
chr22;35612958;35613359;13;1;1;0
chr22;35993662;35993991;20;1;1;0
chr22;36008902;36009283;20;0;0;0
chr22;36224255;36224736;22;0;0;0
chr22;36290946;36291393;23;1;1;0
chr22;36306221;36306822;23;1;1;0
chr22;36307003;36307557;23;1;1;0
chr22;36848625;36849063;30;2;2;0
chr22;37774726;37775167;46;0;0;0
chr22;37884756;37885191;47;1;0;1
chr22;38004282;38004625;47;2;2;0
chr22;38059477;38059814;48;0;0;0
chr22;38136578;38136925;51;0;0;0
chr22;38136997;38137688;51;3;2;1
chr22;38559663;38560175;53;1;1;0
chr22;39632198;39632848;37;1;1;0
chr22;40343501;40343982;30;4;3;1
chr22;40989876;40990466;27;0;0;0
chr22;41107555;41107937;31;2;2;0
chr22;41175057;41175875;31;4;2;2
chr22;41347434;41348084;35;4;2;2
chr22;42070878;42071310;43;0;0;0
chr22;42230632;42231101;43;2;2;0
chr22;42253501;42253858;43;1;0;1
chr22;42710057;42710479;41;1;0;1
chr22;42855230;42855726;39;1;0;1
chr22;43676555;43677256;25;0;0;0
chr22;43677259;43677812;25;3;1;2
chr22;44192174;44192827;22;0;0;0
chr22;44429574;44429642;21;0;0;0
chr22;44429719;44430000;21;1;1;0
chr22;44541396;44541841;18;0;0;0
chr22;44890369;44890844;21;2;1;1
chr22;44915768;44916378;21;3;1;2
chr22;45391039;45391611;19;2;2;0
chr22;45588771;45589218;20;1;0;1
chr22;45793741;45794186;23;1;1;0
chr22;45993299;45994008;23;0;0;0
chr22;46742443;46742913;17;1;1;0
chr22;46942467;46943225;16;2;1;1
chr22;47154495;47155011;15;2;2;0
chr22;47367111;47367418;14;0;0;0
chr22;47368929;47369598;14;2;2;0
chr22;47372488;47372875;14;3;1;2
chr22;47561433;47561967;11;1;1;0
chr22;49055224;49055699;3;0;0;0
chr22;50741022;50741414;39;1;1;0
chr3;805453;805757;2;1;1;0
chr3;1241156;1241624;3;1;1;0
chr3;1345464;1346019;3;3;1;2
chr3;2806514;2807250;5;3;3;0
chr3;3344615;3344955;6;1;1;0
chr3;3407944;3408362;7;4;2;2
chr3;3717250;3718204;8;3;3;0
chr3;3819741;3820416;8;4;3;1
chr3;4771022;4771420;9;1;1;0
chr3;5058210;5058621;8;2;1;1
chr3;6686377;6686747;1;0;0;0
chr3;6778502;6778969;1;3;3;0
chr3;7291375;7291707;1;2;2;0
chr3;7313253;7313827;1;1;1;0
chr3;7334811;7335339;1;1;0;1
chr3;7660241;7660650;2;0;0;0
chr3;8178886;8179311;7;1;1;0
chr3;8441114;8441795;9;3;2;1
chr3;8941310;8941958;21;1;1;0
chr3;9004964;9005320;26;2;2;0
chr3;9235215;9235648;31;1;1;0
chr3;9240494;9241156;31;1;1;0
chr3;10442790;10443297;33;1;1;0
chr3;10645027;10645396;32;2;2;0
chr3;11022074;11022598;17;3;0;3
chr3;11023619;11024080;17;1;0;1
chr3;12705683;12706133;15;4;2;2
chr3;12770634;12771191;14;1;1;0
chr3;12782687;12783157;14;2;2;0
chr3;12936144;12936541;14;1;1;0
chr3;13302326;13302926;19;4;2;2
chr3;14273809;14274716;18;4;4;0
chr3;14277400;14277882;18;1;0;1
chr3;14692826;14693362;21;2;2;0
chr3;15153440;15153993;20;2;2;0
chr3;15259484;15259902;16;3;3;0
chr3;15295925;15296295;16;1;1;0
chr3;15345191;15345690;18;2;2;0
chr3;15354918;15355434;19;4;3;1
chr3;15553660;15554177;18;3;2;1
chr3;15754756;15755385;18;1;1;0
chr3;16285497;16285957;15;1;1;0
chr3;16330543;16331106;14;1;1;0
chr3;16342974;16343344;14;3;2;1
chr3;16509558;16510115;11;4;3;1
chr3;16515770;16516394;11;1;1;0
chr3;16551444;16551923;11;2;2;0
chr3;16805715;16806131;8;1;1;0
chr3;16813519;16814125;8;1;1;0
chr3;17228987;17229482;7;1;1;0
chr3;17759279;17759606;3;3;2;1
chr3;17986394;17986954;3;4;4;0
chr3;17987400;17987955;3;2;1;1
chr3;18117643;18118259;3;0;0;0
chr3;18118604;18119105;3;2;1;1
chr3;18121819;18122187;3;2;2;0
chr3;18324660;18325147;3;2;2;0
chr3;19988390;19988937;6;2;2;0
chr3;20435545;20435955;6;2;0;2
chr3;21479544;21480133;1;3;1;2
chr3;23021820;23022210;6;0;0;0
chr3;23080006;23080288;6;1;1;0
chr3;23428824;23429444;6;5;5;0
chr3;23464045;23464539;6;2;2;0
chr3;23530219;23530635;6;1;1;0
chr3;23911821;23912405;6;3;2;1
chr3;24580455;24580767;7;4;3;1
chr3;24904636;24905157;10;1;1;0
chr3;25219918;25220499;6;1;1;0
chr3;25499254;25499852;6;4;2;2
chr3;25936308;25936747;6;1;1;0
chr3;29373268;29373726;3;2;1;1
chr3;29376722;29377279;3;2;2;0
chr3;29439968;29440606;2;2;2;0
chr3;29724894;29725462;2;1;1;0
chr3;30166506;30167031;3;0;0;0
chr3;30171219;30171764;3;3;3;0
chr3;30438566;30439000;3;1;1;0
chr3;30709659;30710101;5;3;3;0
chr3;30812502;30813014;5;1;1;0
chr3;30889526;30890113;5;3;2;1
chr3;30894021;30894607;5;0;0;0
chr3;30956990;30957771;5;6;5;1
chr3;31039054;31039551;6;0;0;0
chr3;31051395;31052002;6;2;1;1
chr3;31206746;31207461;6;2;2;0
chr3;31213682;31214337;6;1;1;0
chr3;31857147;31857594;10;1;1;0
chr3;32388763;32389157;16;0;0;0
chr3;33397019;33397627;15;1;1;0
chr3;33956723;33957269;9;2;2;0
chr3;34327021;34327715;4;1;1;0
chr3;34338234;34339051;4;1;1;0
chr3;34668008;34668345;2;0;0;0
chr3;34821655;34822164;2;1;0;1
chr3;35246362;35246840;1;2;2;0
chr3;35574706;35575055;2;1;1;0
chr3;35903412;35903874;4;1;1;0
chr3;36855691;36856279;9;1;1;0
chr3;37024598;37024955;10;1;1;0
chr3;37778505;37778864;22;0;0;0
chr3;37780888;37781475;22;1;0;1
chr3;37804385;37804811;21;0;0;0
chr3;38206455;38207029;23;3;2;1
chr3;38306154;38306546;24;1;1;0
chr3;38574512;38575447;26;3;1;2
chr3;38686961;38687737;26;5;2;3
chr3;38700308;38700741;26;3;2;1
chr3;38711009;38711645;26;1;0;1
chr3;39149051;39149370;23;1;0;1
chr3;39232006;39232508;20;1;0;1
chr3;39232635;39233209;20;0;0;0
chr3;39296500;39296996;20;1;0;1
chr3;43254432;43254864;22;0;0;0
chr3;44078291;44079109;24;1;1;0
chr3;44106658;44107060;22;0;0;0
chr3;44144893;44145336;23;4;3;1
chr3;44666970;44667601;24;1;1;0
chr3;44886978;44887402;25;1;1;0
chr3;45215601;45216157;30;4;4;0
chr3;45614006;45614687;34;3;2;1
chr3;45684337;45684774;32;5;2;3
chr3;45922059;45922549;33;2;1;1
chr3;45922563;45923257;33;2;2;0
chr3;45975000;45975465;34;0;0;0
chr3;46022806;46023523;34;2;2;0
chr3;46031618;46032122;34;3;3;0
chr3;46035868;46036345;34;3;2;1
chr3;46441539;46442191;34;3;2;1
chr3;46454256;46454777;34;2;2;0
chr3;46902994;46903431;36;0;0;0
chr3;46905004;46905437;36;2;0;2
chr3;46990790;46991160;33;0;0;0
chr3;47471861;47472578;33;0;0;0
chr3;48055137;48055534;38;1;1;0
chr3;48414325;48414897;50;1;0;1
chr3;48919068;48919673;60;3;2;1
chr3;49506585;49507145;72;0;0;0
chr3;50138421;50138889;55;3;2;1
chr3;50270663;50271148;49;0;0;0
chr3;50480480;50481016;43;1;1;0
chr3;50553432;50553943;43;3;1;2
chr3;52049293;52049981;55;6;3;3
chr3;52128986;52129518;56;3;2;1
chr3;52142196;52142732;56;3;3;0
chr3;52144519;52145092;56;2;1;1
chr3;53118399;53118752;40;0;0;0
chr3;53124826;53125472;40;0;0;0
chr3;53164193;53164772;41;1;1;0
chr3;53197233;53197937;40;2;0;2
chr3;53740868;53741756;21;3;3;0
chr3;53742088;53742747;21;3;2;1
chr3;54609488;54609970;9;4;3;1
chr3;54960255;54960794;4;2;2;0
chr3;55180022;55180643;4;3;3;0
chr3;55185189;55185544;4;2;1;1
chr3;55267783;55268313;4;0;0;0
chr3;55590930;55591415;5;2;1;1
chr3;55742318;55742739;6;4;1;3
chr3;55814964;55815341;7;0;0;0
chr3;56943211;56944017;14;3;1;2
chr3;56950375;56950670;14;1;1;0
chr3;57050674;57051138;15;0;0;0
chr3;57177979;57179511;16;2;0;2
chr3;57203200;57203524;16;1;1;0
chr3;57379444;57379827;20;2;2;0
chr3;58174826;58175269;21;2;1;1
chr3;58231548;58232299;20;3;3;0
chr3;58408773;58409151;17;4;1;3
chr3;58522826;58523394;17;1;0;1
chr3;58709957;58710497;13;1;1;0
chr3;59563027;59563509;5;3;3;0
chr3;59591830;59592338;5;2;1;1
chr3;59592395;59592452;5;0;0;0
chr3;59592499;59593052;5;2;2;0
chr3;59862837;59863562;3;3;2;1
chr3;59922905;59923332;3;1;1;0
chr3;60076195;60076658;2;2;2;0
chr3;60324945;60325458;2;1;0;1
chr3;60726828;60727426;3;3;3;0
chr3;61039534;61039995;2;0;0;0
chr3;61527751;61528209;5;2;1;1
chr3;61651712;61652113;5;1;0;1
chr3;62884748;62885147;9;0;0;0
chr3;63048507;63049002;10;2;2;0
chr3;63861303;63861651;8;2;1;1
chr3;63955465;63956144;8;3;3;0
chr3;64239204;64239852;8;0;0;0
chr3;64598057;64598554;9;2;2;0
chr3;64892233;64892770;5;0;0;0
chr3;64895751;64896219;5;2;0;2
chr3;65880707;65881339;3;1;1;0
chr3;66426560;66427254;5;2;1;1
chr3;66489268;66489703;5;1;1;0
chr3;66866391;66866919;5;2;2;0
chr3;67066121;67066684;5;2;1;1
chr3;67067714;67068191;5;1;1;0
chr3;67469098;67469883;4;3;2;1
chr3;68755144;68755807;8;0;0;0
chr3;68928012;68928937;9;3;2;1
chr3;68956397;68956943;9;4;2;2
chr3;69044804;69045767;9;1;0;1
chr3;69299152;69299563;9;1;1;0
chr3;69341955;69342687;9;2;1;1
chr3;69349236;69349973;9;4;4;0
chr3;69481884;69482389;9;1;1;0
chr3;69611028;69611599;8;1;1;0
chr3;69774115;69774785;8;1;1;0
chr3;69779819;69780175;8;0;0;0
chr3;69867112;69867587;8;0;0;0
chr3;69921026;69921436;8;1;1;0
chr3;70428436;70428901;3;1;0;1
chr3;71215852;71216328;4;3;3;0
chr3;71259314;71259937;4;0;0;0
chr3;71289242;71289588;4;0;0;0
chr3;71294959;71295478;4;1;1;0
chr3;71301468;71302115;4;4;3;1
chr3;71517708;71518273;5;2;2;0
chr3;71573770;71574318;5;3;3;0
chr3;71670935;71671586;5;2;2;0
chr3;72193875;72194374;9;0;0;0
chr3;72369150;72369601;9;1;1;0
chr3;72584987;72585415;10;0;0;0
chr3;72639812;72640252;9;2;1;1
chr3;72770069;72770451;9;1;1;0
chr3;72953242;72953741;6;0;0;0
chr3;73159825;73160338;6;1;0;1
chr3;73531026;73531550;6;0;0;0
chr3;73539846;73540363;6;3;3;0
chr3;73603433;73603739;6;2;2;0
chr3;73658335;73658801;6;2;2;0
chr3;73663841;73664305;6;1;1;0
chr3;73674405;73675079;6;5;3;2
chr3;75442387;75442868;4;1;0;1
chr3;76112834;76113436;3;2;1;1
chr3;76255483;76256036;3;2;2;0
chr3;76410010;76410582;3;2;2;0
chr3;77013987;77014592;1;2;1;1
chr3;77238399;77238853;1;1;1;0
chr3;77584094;77584771;1;4;3;1
chr3;78140652;78141189;2;2;2;0
chr3;79061280;79061658;1;4;4;0
chr3;80819329;80819938;1;13;0;13
chr3;81694270;81694814;1;1;0;1
chr3;81839187;81839702;1;4;4;0
chr3;87131959;87132397;6;2;1;1
chr3;87357372;87357672;8;1;1;0
chr3;88312567;88312936;7;2;2;0
chr3;89666662;89667168;1;2;2;0
chr3;95076261;95076583;0;4;2;2
chr3;98240715;98241394;20;2;1;1
chr3;98302286;98302935;20;1;1;0
chr3;98488275;98488682;20;1;1;0
chr3;99186279;99186868;15;3;2;1
chr3;99186965;99187006;15;0;0;0
chr3;99187127;99187707;15;0;0;0
chr3;99657900;99658317;12;2;2;0
chr3;99673736;99674114;12;5;5;0
chr3;99759236;99759880;12;2;1;1
chr3;100119809;100120222;14;2;1;1
chr3;100173370;100173925;14;0;0;0
chr3;101659431;101660003;11;1;1;0
chr3;101806150;101806519;10;2;2;0
chr3;102392652;102393116;6;1;1;0
chr3;102418625;102419012;4;2;2;0
chr3;104095208;104095761;1;1;1;0
chr3;104180265;104180878;1;0;0;0
chr3;105213816;105214367;2;1;1;0
chr3;105541587;105542080;2;1;1;0
chr3;106164238;106164593;3;4;3;1
chr3;107002595;107003314;4;1;0;1
chr3;107041087;107041604;5;2;2;0
chr3;107543027;107543705;10;1;0;1
chr3;107700258;107700771;12;6;4;2
chr3;110022632;110023058;5;1;0;1
chr3;110343707;110344200;4;1;1;0
chr3;110790154;110790542;9;2;0;2
chr3;111354850;111356013;17;2;2;0
chr3;111746531;111747172;20;7;6;1
chr3;111809488;111810136;20;3;3;0
chr3;111811578;111812098;20;2;1;1
chr3;112022621;112022982;21;1;1;0
chr3;112504758;112505328;24;4;3;1
chr3;114173469;114174022;13;1;0;1
chr3;115147604;115148102;3;1;0;1
chr3;115384900;115385315;3;0;0;0
chr3;116498254;116498715;1;3;3;0
chr3;116499318;116499943;1;3;3;0
chr3;117276449;117276975;1;4;3;1
chr3;117298255;117298829;1;1;0;1
chr3;117316584;117317192;1;3;2;1
chr3;117516770;117517416;1;3;2;1
chr3;117627666;117628310;2;4;3;1
chr3;117633345;117633939;2;1;1;0
chr3;117827184;117827617;2;0;0;0
chr3;119051314;119051937;19;0;0;0
chr3;119136906;119137649;20;0;0;0
chr3;119357653;119358046;22;2;1;1
chr3;119379516;119380159;22;1;1;0
chr3;121319858;121320628;24;2;1;1
chr3;121348279;121349059;23;3;2;1
chr3;122335953;122336423;26;2;2;0
chr3;123062879;123063444;19;2;1;1
chr3;123092063;123092634;19;2;2;0
chr3;123093661;123094426;19;0;0;0
chr3;123262819;123263275;15;2;1;1
chr3;123415537;123416279;12;3;1;2
chr3;123459130;123459528;12;2;1;1
chr3;123840278;123841027;13;3;2;1
chr3;124346374;124346866;12;1;1;0
chr3;124372504;124373101;12;1;1;0
chr3;124520833;124521302;12;2;2;0
chr3;124873635;124874084;13;2;2;0
chr3;124909544;124910026;13;2;1;1
chr3;126465307;126465795;20;3;1;2
chr3;126584923;126585422;20;2;2;0
chr3;126606605;126606960;20;2;2;0
chr3;127754997;127755244;20;2;2;0
chr3;128027678;128028352;25;5;3;2
chr3;128062120;128062845;26;5;4;1
chr3;128099117;128099513;26;1;1;0
chr3;129024622;129025171;26;1;0;1
chr3;129173397;129173903;26;4;2;2
chr3;129188068;129188391;25;0;0;0
chr3;129188421;129188951;25;4;3;1
chr3;129696857;129697457;22;3;2;1
chr3;129713820;129714428;22;3;2;1
chr3;129902453;129902990;18;1;1;0
chr3;131329064;131329575;13;2;2;0
chr3;131797219;131797554;11;0;0;0
chr3;131884460;131885076;11;7;5;2
chr3;132002202;132002656;11;2;1;1
chr3;132879960;132880339;17;2;1;1
chr3;132910559;132911120;17;0;0;0
chr3;133970743;133971266;15;2;1;1
chr3;134360486;134360950;12;2;2;0
chr3;134372713;134373394;12;2;1;1
chr3;134889493;134889901;8;1;1;0
chr3;135043179;135043583;8;2;2;0
chr3;135912354;135912854;8;3;3;0
chr3;137044303;137045599;12;5;1;4
chr3;137066771;137067092;12;0;0;0
chr3;137579924;137580559;14;4;3;1
chr3;137730367;137731056;16;4;1;3
chr3;138328237;138328665;22;1;1;0
chr3;138875023;138875366;19;0;0;0
chr3;139140203;139140753;15;2;1;1
chr3;139407866;139408608;13;1;1;0
chr3;139477409;139478016;13;0;0;0
chr3;139672959;139673688;11;4;4;0
chr3;139848378;139849186;9;0;0;0
chr3;139925288;139925824;9;2;2;0
chr3;140068679;140069234;11;0;0;0
chr3;140092489;140092968;10;2;1;1
chr3;140217301;140217796;9;2;2;0
chr3;140565126;140565746;9;2;1;1
chr3;140789931;140790361;11;0;0;0
chr3;140795138;140795790;11;3;2;1
chr3;140800153;140800670;11;2;1;1
chr3;140824638;140824968;11;4;3;1
chr3;140828490;140829239;11;4;1;3
chr3;140841030;140841520;11;1;1;0
chr3;140871783;140872447;11;1;0;1
chr3;141141768;141142232;13;3;2;1
chr3;141594432;141594859;15;0;0;0
chr3;143282505;143283235;9;3;3;0
chr3;144121699;144122336;2;2;1;1
chr3;144174741;144175313;2;0;0;0
chr3;145882889;145883337;6;0;0;0
chr3;146232429;146232875;8;1;1;0
chr3;146235838;146236282;8;2;2;0
chr3;147431373;147431916;3;2;2;0
chr3;148596845;148597313;14;4;2;2
chr3;149190182;149190576;17;0;0;0
chr3;149280384;149280899;19;4;3;1
chr3;149336435;149337278;20;1;0;1
chr3;149657221;149657812;22;6;6;0
chr3;149977452;149978472;21;4;4;0
chr3;150305753;150306352;22;4;2;2
chr3;150853168;150853605;19;0;0;0
chr3;150967697;150968217;20;3;3;0
chr3;151194220;151194885;20;3;2;1
chr3;151202001;151202573;20;2;1;1
chr3;151554733;151555085;16;2;1;1
chr3;151988113;151988573;13;2;1;1
chr3;152116287;152116646;9;3;2;1
chr3;152148344;152148798;9;2;2;0
chr3;153949578;153950113;5;3;2;1
chr3;155455532;155455986;9;4;2;2
chr3;156266104;156266576;13;0;0;0
chr3;156273025;156273437;13;2;1;1
chr3;156504864;156505267;11;3;3;0
chr3;156718767;156719536;8;1;0;1
chr3;156737455;156737941;8;1;1;0
chr3;156801851;156802482;8;4;3;1
chr3;156807067;156807744;8;2;2;0
chr3;156827013;156827871;10;1;1;0
chr3;156842632;156843351;10;5;4;1
chr3;156851491;156852306;10;4;4;0
chr3;157422948;157423513;12;3;2;1
chr3;158280789;158281257;10;1;1;0
chr3;159372064;159372890;15;3;3;0
chr3;159429325;159429832;14;0;0;0
chr3;159570489;159571032;13;2;1;1
chr3;160015709;160016087;14;1;1;0
chr3;161140173;161140498;10;2;1;1
chr3;165158755;165159097;3;0;0;0
chr3;168313840;168314474;5;6;5;1
chr3;168326691;168327121;5;3;2;1
chr3;168340539;168340954;5;1;1;0
chr3;169021062;169021545;11;3;2;1
chr3;169489698;169490301;14;5;3;2
chr3;169657149;169657476;16;2;2;0
chr3;169897929;169898371;18;2;1;1
chr3;170001594;170002088;18;0;0;0
chr3;170340567;170341031;19;5;3;2
chr3;170725313;170725776;13;0;0;0
chr3;171360865;171361198;14;1;1;0
chr3;172419942;172420364;13;3;3;0
chr3;172533661;172534219;11;1;1;0
chr3;172543992;172544489;11;1;0;1
chr3;172594662;172595272;11;2;2;0
chr3;173630947;173631634;3;3;3;0
chr3;173838629;173839320;3;2;2;0
chr3;174316813;174317147;2;1;0;1
chr3;174732930;174733427;2;1;1;0
chr3;175573685;175574221;1;2;1;1
chr3;176543424;176543783;1;1;0;1
chr3;177149587;177150065;2;1;0;1
chr3;178038243;178038662;4;1;1;0
chr3;178402684;178403019;11;1;1;0
chr3;179372058;179372695;14;1;1;0
chr3;181100397;181101055;5;4;2;2
chr3;181506202;181506653;4;1;1;0
chr3;183852824;183853271;32;2;2;0
chr3;184292101;184292976;32;6;2;4
chr3;184352789;184352909;33;0;0;0
chr3;184360749;184361320;33;5;4;1
chr3;184379777;184380357;34;4;3;1
chr3;184434081;184434581;34;1;1;0
chr3;184514252;184514785;34;0;0;0
chr3;184524720;184525002;34;2;1;1
chr3;185215963;185216355;15;4;3;1
chr3;185276719;185277235;17;1;0;1
chr3;185279732;185280128;17;2;1;1
chr3;185289873;185290361;18;1;1;0
chr3;185293166;185293506;18;1;0;1
chr3;185806756;185807075;22;2;2;0
chr3;185814048;185814483;22;2;2;0
chr3;185815295;185815955;22;5;3;2
chr3;185954341;185954928;24;2;2;0
chr3;186415272;186415701;21;3;2;1
chr3;186658674;186659215;21;4;4;0
chr3;186983114;186983938;22;2;2;0
chr3;187807280;187807861;11;4;2;2
chr3;188114985;188115607;7;4;4;0
chr3;188160457;188160874;7;0;0;0
chr3;189736771;189737214;8;0;0;0
chr3;189803929;189804397;8;0;0;0
chr3;190307480;190307746;11;1;1;0
chr3;192560786;192561456;6;1;0;1
chr3;192598254;192598644;6;0;0;0
chr3;192638152;192638612;6;2;1;1
chr3;193157136;193157579;11;0;0;0
chr3;193310732;193311521;12;5;3;2
chr3;193315866;193316505;12;1;1;0
chr3;193370239;193370917;13;5;3;2
chr3;193714034;193714596;12;2;2;0
chr3;193725322;193725861;12;2;2;0
chr3;193915349;193915741;13;0;0;0
chr3;193952920;193953639;13;2;2;0
chr3;194019467;194020163;13;4;2;2
chr3;194041353;194041981;13;0;0;0
chr3;194446076;194446519;12;3;2;1
chr3;194879958;194880488;15;1;0;1
chr3;194964715;194965086;18;0;0;0
chr3;195297714;195298212;23;1;1;0
chr3;195298252;195298629;23;1;1;0
chr3;195613258;195613989;25;4;2;2
chr3;195615902;195616279;25;2;1;1
chr3;195971564;195971958;29;1;0;1
chr3;196715271;196715766;29;1;0;1
chr3;197353589;197354077;16;0;0;0
chr4;1887061;1887520;33;2;1;1
chr4;2338306;2338721;29;1;1;0
chr4;2873614;2873998;26;1;1;0
chr4;2888409;2888783;26;2;2;0
chr4;2978786;2979338;26;2;0;2
chr4;3015827;3016179;25;0;0;0
chr4;3167925;3168416;22;2;1;1
chr4;3169797;3170266;22;1;0;1
chr4;3175954;3176707;22;3;2;1
chr4;3529702;3530118;23;0;0;0
chr4;3572790;3573125;23;0;0;0
chr4;3777256;3777680;20;2;2;0
chr4;3911698;3912405;20;2;1;1
chr4;4341156;4341576;16;1;1;0
chr4;7518460;7518975;21;0;0;0
chr4;7780757;7781318;16;2;2;0
chr4;7950769;7951291;16;3;2;1
chr4;7956885;7957666;16;3;3;0
chr4;7971205;7971660;16;4;3;1
chr4;8012306;8012761;16;3;2;1
chr4;8040408;8040956;15;3;2;1
chr4;8137142;8137878;12;5;3;2
chr4;8147390;8147810;12;1;0;1
chr4;10176133;10176651;28;2;2;0
chr4;10187245;10187801;27;1;0;1
chr4;12232666;12233172;1;1;1;0
chr4;12241562;12241913;1;0;0;0
chr4;12259697;12260283;1;1;1;0
chr4;12447770;12448362;1;2;2;0
chr4;12490165;12490798;1;1;1;0
chr4;13486014;13486417;3;1;0;1
chr4;13585751;13586135;3;2;1;1
chr4;13841976;13842610;3;1;1;0
chr4;14157601;14157934;4;0;0;0
chr4;14402561;14402882;5;2;2;0
chr4;14623217;14623856;5;2;1;1
chr4;14711257;14711679;6;1;1;0
chr4;14869438;14870038;7;1;0;1
chr4;15386645;15387077;11;2;2;0
chr4;15406613;15407224;11;3;3;0
chr4;15922835;15923255;12;3;3;0
chr4;16117627;16118094;11;1;1;0
chr4;16131034;16131523;11;2;1;1
chr4;18857655;18858361;1;0;0;0
chr4;18896513;18897001;1;3;1;2
chr4;19881644;19882318;3;2;2;0
chr4;20125953;20126739;3;5;3;2
chr4;21873677;21874151;2;1;1;0
chr4;21878256;21878824;2;2;2;0
chr4;22254993;22255504;2;1;1;0
chr4;22672605;22672899;2;2;2;0
chr4;22905557;22906049;3;0;0;0
chr4;23124276;23124789;2;2;2;0
chr4;23374915;23375440;2;6;4;2
chr4;23819610;23820219;4;1;1;0
chr4;23820435;23821034;4;3;1;2
chr4;25083573;25084224;11;4;3;1
chr4;25705197;25705957;13;1;0;1
chr4;26727596;26728006;6;2;1;1
chr4;29451042;29451512;0;1;1;0
chr4;30746721;30747500;1;3;2;1
chr4;30790173;30790573;1;1;1;0
chr4;30834779;30835307;1;1;1;0
chr4;30838692;30839241;1;1;1;0
chr4;30928979;30929619;1;0;0;0
chr4;31136222;31136876;1;1;1;0
chr4;31174526;31174927;1;1;1;0
chr4;31805342;31805855;1;2;2;0
chr4;32027654;32028096;1;1;0;1
chr4;34373249;34373814;0;2;1;1
chr4;36776955;36777354;5;3;3;0
chr4;36782911;36783581;5;2;2;0
chr4;38331911;38332540;16;3;2;1
chr4;40300788;40301215;15;1;1;0
chr4;40365700;40366084;16;3;2;1
chr4;40955523;40956047;11;2;1;1
chr4;41131540;41131820;13;2;2;0
chr4;41320611;41321494;11;3;1;2
chr4;41387802;41388267;10;2;2;0
chr4;42329337;42329787;9;1;1;0
chr4;42393727;42394584;9;3;3;0
chr4;42418542;42419026;9;1;1;0
chr4;42607286;42607735;9;2;2;0
chr4;42612780;42613460;9;0;0;0
chr4;43115014;43115988;4;1;0;1
chr4;43201819;43202219;4;2;1;1
chr4;44847814;44848384;4;3;2;1
chr4;45035748;45036448;4;2;1;1
chr4;47698790;47699394;15;0;0;0
chr4;47764845;47765667;15;1;1;0
chr4;47813114;47813613;16;0;0;0
chr4;47826678;47827519;16;1;1;0
chr4;47832681;47833560;16;2;2;0
chr4;48257311;48257809;16;3;3;0
chr4;48786403;48786853;13;3;2;1
chr4;53068337;53068923;8;3;2;1
chr4;53690843;53691297;10;0;0;0
chr4;53739885;53740444;10;3;2;1
chr4;54293580;54293887;10;0;0;0
chr4;54325749;54326231;10;2;2;0
chr4;54358542;54358928;10;3;2;1
chr4;54386197;54386784;10;1;1;0
chr4;54468538;54468940;10;3;2;1
chr4;54525949;54526338;10;2;1;1
